seed,Clean AUC,Transformed AUC,Gap reduction
42,-1.0315986713227199,0.9154450217187637,1.9470436930414898
43,-0.6634869261561982,0.9198148936774508,1.58330181983363
44,-0.6723447747210454,1.0234835192913794,1.6958282940124199
